Fiscal Year,Grants: Grants Number,Grant Type,Grantee Name,Fiscal Sponsor,Project Title,Applicant Status,Applicant Institution Type,Applicant Arts Discipline,Type of Activity Supported,Counties Served,Number of IA Artists Engaged,Number of Non-IA Artists Engaged,Total Artists Engaged,Youth Engaged In-Person,Grant Award,Funding Returned,Grant Amount Spent,In-Kind Match,Congressional District,Senate District,House District,Cash Match,Applicant City,Applicant State,Applicant Zip,County
2015,201507,IAC Organization Project Grant,Eulenspiegel Puppet Theatre Co.,,Forty Years in Iowa,Organization- Non-Profit,Performing Group,Theatre,Concert/Performance/Reading,Benton; Black Hawk; Bremer; Cass; Cedar; Cerro Gordo; Decatur; Harrison; Humboldt; Johnson; Lee; Linn; Louisa; Marshall; Muscatine; Polk; Scott; Sioux; Story,10,3,13,18000,"$10,000.00",$0.00,"$10,000.00","$3,200.00",2,44,88,"$16,966.00",West Liberty,Iowa,52776-1423,Muscatine
2015,201507,IAC Organization Project Grant,Westminster Presbyterian Church,,Westminster Fine Art Series,Organization- Non-Profit,Religious Organization,Humanities,Concert/Performance/Reading,Polk,53,0,53,400,"$10,000.00",$0.00,"$10,000.00","$44,807.00",3,18,36,"$25,019.00",Des Moines,Iowa,50310-3398,Polk
2015,201507,IAC Organization Project Grant,Leon Public Library,,John Brown's Journey Community Puppet Theater,Government- Municipal,Library,Humanities,Arts Instruction,Decatur,4,0,4,111,"$1,576.00",$0.00,"$1,576.00",$900.00,5,14,27,"$2,696.00",Leon,Iowa,50144-1355,Decatur
2015,201507,IAC Organization Project Grant,Museum of Danish America,,Diana Velasco Exhibit and Residency,Organization- Non-Profit,Other Museum,Folklife/Traditional Arts,Exhibition,Audubon; Shelby,0,1,1,240,"$5,000.00",$0.00,"$5,000.00",$500.00,4,9,18,"$4,858.00",Elk Horn,Iowa,51531-2116,Shelby
2015,201507,IAC Organization Project Grant,Winnebago Historical Society,,International Festival at Heritage Park,Organization- Non-Profit,Historical Society,Humanities,Fair/Festival,Cerro Gordo; Floyd; Hancock; Humboldt; Kossuth; Mitchell; Winnebago; Worth,45,8,53,300,"$5,000.00",$0.00,"$5,000.00",$800.00,4,4,7,"$12,065.00",Forest City,Iowa,50436-1410,Winnebago
2015,201507,IAC Organization Project Grant,Ames Children's Choirs,,Midwest Children's Choir Festival,Organization- Non-Profit,Performing Group - Youth,Music,Arts Instruction,Boone; Carroll; Cass; Cerro Gordo; Cherokee; Dallas; Jasper; Polk; Pottawattamie; Story; Van Buren; Webster,396,1,397,450,"$1,500.00",$0.00,"$1,500.00",$0.00,4,23,45,"$6,250.00",Ames,Iowa,50010,Story
2015,201507,IAC Organization Project Grant,Dubuque County Fine Arts Society,,DubuqueFest Fine Arts Festival,Organization- Non-Profit,Arts Council/Agency,Multidisciplinary,Fair/Festival,Dubuque,94,136,230,135,"$10,000.00",$0.00,"$10,000.00","$5,000.00",1,14,28,"$5,000.00",Dubuque,Iowa,52001,Dubuque
2015,201507,IAC Organization Project Grant,Oak Park Elementary School,Des Moines Independent Community School District,Christ Vance Arts Integration Mural,Government- Municipal,Elementary School,Humanities,Artwork Creation,Polk,1,0,1,400,"$5,000.00",$0.00,"$5,000.00","$2,500.00",3,18,35,"$7,500.00",Des Moines,Iowa,50312,Polk
2015,201507,IAC Organization Project Grant,Julien Dubuque International Film Festival,,Julien Dubuqe International Film Festival,Organization- Non-Profit,Fair/Festival,Media Arts,Fair/Festival,Black Hawk; Des Moines; Dubuque; Lee,5,120,125,150,"$10,000.00",$0.00,"$10,000.00","$34,440.00",1,50,99,"$144,766.00",Dubuque,Iowa,52001-6927,Dubuque
2015,201507,IAC Organization Project Grant,Youth Art Team,Link Christian Development Corporation,Urban Gallery Installation,Organization- Non-Profit,None of the Above,Multidisciplinary,Artwork Creation,Black Hawk,3,0,3,30,"$8,500.00",$0.00,"$8,500.00","$13,669.00",1,31,62,"$4,250.00",Waterloo,Iowa,50703,Black Hawk
2015,201507,IAC Organization Project Grant,New Century Art Guild,,Veteran Monument and Sculpture Park,Organization- Non-Profit,Arts Council/Agency,Multidisciplinary,Artwork Creation,Audubon,2,2,4,0,"$10,000.00",$0.00,"$10,000.00","$1,900.00",4,6,12,"$10,800.00",Kimballton,Iowa,51543,Audubon
2015,201507,IAC Organization Project Grant,"River City Sculptures on Parade, Inc.",,Sculpture Exhibit,Organization- Non-Profit,None of the Above,Visual Arts,Exhibition,Cerro Gordo,0,33,33,0,"$10,000.00",$0.00,"$10,000.00",$0.00,4,27,53,"$14,000.00",Mason City,Iowa,50401,Cerro Gordo
2015,201507,IAC Organization Project Grant,Orange City Arts Council,,January in NW Iowa: Connecting Through the Arts,Organization- Non-Profit,Arts Council/Agency,Multidisciplinary,Concert/Performance/Reading,O'Brien; Plymouth; Sioux,0,14,14,1804,"$5,000.00",$0.00,"$5,000.00","$1,900.00",4,2,4,"$21,632.00",Orange City,Iowa,51041-1778,Sioux
2015,201507,IAC Organization Project Grant,Chamber Singers of Iowa City,,Judas Maccabaeus,Organization- Non-Profit,Performing Group,Music,Concert/Performance/Reading,Benton; Iowa; Jefferson; Keokuk; Linn; Muscatine; Scott; Washington,84,4,88,24,"$8,550.00",$0.00,"$8,550.00",$0.00,2,23,45,"$15,111.00",Iowa City,Iowa,52244-2803,Johnson
2015,201507,IAC Organization Project Grant,Council Bluffs Guild of the Omaha Symphony,,Mission Imagination a Zookeepers Melody,Individual,Performing Group,Music,Concert/Performance/Reading,Pottawattamie,2,39,41,1671,"$10,000.00",$0.00,"$10,000.00","$1,200.00",3,11,22,"$9,295.00",Omaha,Iowa,68102,Douglas
2015,201507,IAC Organization Project Grant,Des Moines Area Metropolitan Planning,,Waterways Community Engagement,Government- Municipal,Community Service Organization,Non-Arts/Non-Humanities,Exhibition,Polk,5,1,6,74,"$10,000.00",$0.00,"$10,000.00","$15,500.00",3,14,34,"$14,000.00",Des Moines,Iowa,50309,Polk
2015,201507,IAC Organization Project Grant,Des Moines Gay Men's Chorus,,"Performance of ""I Am Harvey Milk,"" by Andrew Lippa",Organization- Non-Profit,Performing Group,Music,Concert/Performance/Reading,Dallas; Polk; Story; Warren,60,2,62,12,"$5,015.00",$0.00,"$5,015.00",$835.00,3,21,41,"$4,500.00",Des Moines,Iowa,50312,Polk
2015,201507,IAC Organization Project Grant,Findley Elementary School,Des Moines Independent Community School District,Findley Peace Pole Garden,Government- Municipal,Elementary School,Humanities,Artwork Creation,Polk,0,0,0,324,"$1,000.00",$0.00,"$1,000.00",$625.00,3,16,32,$500.00,Des Moines,Iowa,50312,Polk
2015,201507,IAC Organization Project Grant,Public Space One,Legion Arts,Invisible Faces: Identity Portraits,Organization- Non-Profit,Arts Center,Multidisciplinary,Artwork Creation,Johnson; Muscatine,10,0,10,35,"$6,950.00",$0.00,"$6,950.00","$3,600.00",2,43,85,"$6,000.00",Cedar Rapids,Iowa,52401,Johnson
2015,201507,IAC Organization Project Grant,IARMAC,,IARGUS 2015: Music of the Ukraine,Organization- Non-Profit,None of the Above,Music,Concert/Performance/Reading,Cedar; Dubuque; Johnson,3,13,16,14,"$10,000.00",$0.00,"$10,000.00",$500.00,2,43,85,"$10,700.00",Iowa City,Iowa,52245-4537,Johnson
2015,201507,IAC Organization Project Grant,Iowa Youth Writing Project,The James Gang,Iowa Youth Writing Project Spring Conference,Organization- Non-Profit,Arts Center,Literature,Seminar/Conference,Johnson,8,1,9,104,"$2,850.00",$0.00,"$2,850.00","$3,123.00",2,43,85,"$3,698.00",Iowa City,Iowa,52244,Johnson
2015,201507,IAC Organization Project Grant,German American Heritage Center,,Kaleidoscopia!,Organization- Non-Profit,Other Museum,Humanities,Exhibition,Black Hawk; Boone; Cedar; Clinton; Dubuque; Hamilton; Henry; Iowa; Jackson; Jefferson; Johnson; Lee; Linn; Louisa; Muscatine; Polk; Scott; Story; Van Buren; Worth,0,1,1,361,"$5,800.00",$0.00,"$5,800.00","$11,190.00",1,45,90,"$4,017.00",Davenport,Iowa,52802-1410,Scott
2015,201507,IAC Organization Project Grant,LaSalle Middle School,,Corridor Chronicles,Government- Municipal,Middle School,Humanities,Artwork Creation,Iowa; Johnson; Linn,20,0,20,190,"$2,970.00",$0.00,"$2,970.00",$990.00,3,35,70,"$1,980.00",Cedar Rapids,Iowa,52405-4597,Linn
2015,201507,IAC Organization Project Grant,Lincoln Elementary School,,Lincoln Garden Sculpture,Government- Municipal,Elementary School,Humanities,School Residency,Washington,2,0,2,350,"$1,500.00",$255.00,"$1,245.00",$0.00,2,39,78,"$1,245.00",Washington,Iowa,52353,Washington
2015,201507,IAC Organization Project Grant,Morningside College,,Betty Ling Tsang Series Into the Woods Performance,Organization- Non-Profit,College/University,Humanities,Concert/Performance/Reading,Boone; Buena Vista; Cass; Cerro Gordo; Cherokee; Clay; Dallas; Dickinson; Fayette; Fremont; Harrison; Humboldt; Linn; Lyon; Monona; Plymouth; Polk; Pottawattamie; Sac; Scott; Sioux; Story; Warren; Woodbury,21,7,28,657,"$10,000.00",$0.00,"$10,000.00",$0.00,4,3,6,"$23,735.00",Sioux City,Iowa,51106,Woodbury
2015,201507,IAC Organization Project Grant,"North Star Community Services, Inc.",,"""Acting Together"" - Inclusive Community Theatre",Organization- Non-Profit,Social Service Organization,Non-Arts/Non-Humanities,Concert/Performance/Reading,Benton; Black Hawk; Bremer; Buchanan; Butler; Fayette; Grundy; Hardin; Iowa; Mitchell; Tama,2,0,2,500,"$4,500.00",$0.00,"$4,500.00",$400.00,1,30,60,"$18,710.00",Waterloo,Iowa,50701-2000,Black Hawk
2015,201507,IAC Organization Project Grant,Oneota Film Festival,Driftless Art Collective,Tiny Circus at the Oneota Film Festival,Organization- Non-Profit,Fair/Festival,Media Arts,Artwork Creation,Allamakee; Black Hawk; Chickasaw; Clayton; Howard; Winneshiek,31,0,31,29,"$3,350.00",$0.00,"$3,350.00","$1,000.00",1,28,55,"$2,600.00",Decorah,Iowa,52101,Winneshiek
2015,201507,IAC Organization Project Grant,Eastern Iowa Arts Academy,,Arts Imaninarium Director,Organization- Non-Profit,Arts Center,Multidisciplinary,Arts Instruction,Benton; Johnson,14,0,14,175,"$10,000.00",$0.00,"$10,000.00",$0.00,3,33,65,"$12,398.00",Cedar Rapids,Iowa,52402-5239,Linn
2015,201508,IAC Organization Project Grant,Restoration Ingersoll,Community Foundation of Greater Des Moines,Public Art Pilot Project,Organization- Non-Profit,Community Service Organization,Humanities,Artwork Creation,Polk,1,0,1,0,"$10,000.00",$0.00,"$10,000.00","$4,500.00",3,21,41,"$18,245.00",Des Moines,Iowa,50309,Polk
2015,201508,IAC Organization Project Grant,City Voices,,Summer Music Academy,Organization- Non-Profit,None of the Above,Music,Arts Instruction,Polk,10,1,11,38,"$3,470.00",$0.00,"$3,470.00","$1,500.00",3,21,41,"$3,095.00",Des Moines,Iowa,50312,Polk
